A) SIZE= 16
B) 0   4 P0_2.000000_1.000000 2.000000 1.000000
B) 10   4 P10_29.000000_3.000000 29.000000 3.000000
B) 11   4 P11_27.000000_13.000000 27.000000 13.000000
B) 12   4 P12_21.000000_19.000000 21.000000 19.000000
B) 13   4 P13_20.000000_29.000000 20.000000 29.000000
B) 14   4 P14_27.000000_24.000000 27.000000 24.000000
B) 1   4 P1_2.000000_12.000000 2.000000 12.000000
B) 15   4 P15_27.000000_31.000000 27.000000 31.000000
B) 2   4 P2_12.000000_7.000000 12.000000 7.000000
B) 3   4 P3_10.000000_10.000000 10.000000 10.000000
B) 4   4 P4_4.000000_25.000000 4.000000 25.000000
B) 5   4 P5_3.000000_32.000000 3.000000 32.000000
B) 6   4 P6_13.000000_19.000000 13.000000 19.000000
B) 7   4 P7_12.000000_31.000000 12.000000 31.000000
B) 8   4 P8_18.000000_13.000000 18.000000 13.000000
B) 9   4 P9_17.000000_17.000000 17.000000 17.000000
C) 0   4 P0_2.000000_1.000000 2.000000 1.000000
C) 0   4 P0_2.000000_1.000000 2.000000 1.000000
C) 0   5 P0_2.000000_2.000000 2.000000 2.000000
C) 0   5 P0_2.000000_2.000000 2.000000 2.000000
C) 0   5 P0_4.000000_4.000000 4.000000 4.000000
C) 0   5 P0_4.000000_4.000000 4.000000 4.000000
C) 0   6 P0_1.000000_2.000000 1.000000 2.000000
C) 0   6 P0_1.000000_4.000000 1.000000 4.000000
C) 0   6 P0_7.000000_1.000000 7.000000 1.000000
C) 0   6 P0_7.000000_4.000000 7.000000 4.000000
C) 0   7 P0_1.000000_1.000000 1.000000 1.000000
C) 0   7 P0_5.000000_2.000000 5.000000 2.000000
C) 10   4 P10_29.000000_3.000000 29.000000 3.000000
C) 10   4 P10_29.000000_3.000000 29.000000 3.000000
C) 10   5 P10_29.000000_4.000000 29.000000 4.000000
C) 10   5 P10_29.000000_4.000000 29.000000 4.000000
C) 10   5 P10_31.000000_6.000000 31.000000 6.000000
C) 10   5 P10_31.000000_6.000000 31.000000 6.000000
C) 10   6 P10_27.000000_7.000000 27.000000 7.000000
C) 10   6 P10_28.000000_2.000000 28.000000 2.000000
C) 10   6 P10_30.000000_7.000000 30.000000 7.000000
C) 10   6 P10_31.000000_3.000000 31.000000 3.000000
C) 10   7 P10_25.000000_1.000000 25.000000 1.000000
C) 11   4 P11_27.000000_13.000000 27.000000 13.000000
C) 11   4 P11_27.000000_13.000000 27.000000 13.000000
C) 11   5 P11_25.000000_17.000000 25.000000 17.000000
C) 11   5 P11_25.000000_17.000000 25.000000 17.000000
C) 11   5 P11_29.000000_17.000000 29.000000 17.000000
C) 11   5 P11_29.000000_17.000000 29.000000 17.000000
C) 11   6 P11_23.000000_17.000000 23.000000 17.000000
C) 11   6 P11_27.000000_17.000000 27.000000 17.000000
C) 11   6 P11_30.000000_15.000000 30.000000 15.000000
C) 11   6 P11_30.000000_17.000000 30.000000 17.000000
C) 11   7 P11_26.000000_11.000000 26.000000 11.000000
