A) SIZE= 1
B) 0   0 P0_0.587542_0.650684 0.587542 0.650684
C) 0   0 P0_0.587542_0.650684 0.587542 0.650684
C) 0   0 P0_0.587542_0.650684 0.587542 0.650684
C) 0   1 P0_0.156713_0.554679 0.156713 0.554679
C) 0   1 P0_0.156713_0.554679 0.156713 0.554679
C) 0   1 P0_0.619184_0.491808 0.619184 0.491808
C) 0   1 P0_0.619184_0.491808 0.619184 0.491808
C) 0   2 P0_0.213397_0.077463 0.213397 0.077463
C) 0   2 P0_0.213397_0.077463 0.213397 0.077463
C) 0   2 P0_0.246449_0.578049 0.246449 0.578049
C) 0   2 P0_0.246449_0.578049 0.246449 0.578049
C) 0   2 P0_0.782275_0.689574 0.782275 0.689574
C) 0   2 P0_0.782275_0.689574 0.782275 0.689574
C) 0   2 P0_0.785001_0.082062 0.785001 0.082062
C) 0   2 P0_0.785001_0.082062 0.785001 0.082062
C) 0   3 P0_0.035506_0.682807 0.035506 0.682807
C) 0   3 P0_0.035506_0.682807 0.035506 0.682807
C) 0   3 P0_0.048427_0.132792 0.048427 0.132792
C) 0   3 P0_0.048427_0.132792 0.048427 0.132792
C) 0   3 P0_0.391337_0.908690 0.391337 0.908690
C) 0   3 P0_0.391337_0.908690 0.391337 0.908690
C) 0   3 P0_0.427886_0.276975 0.427886 0.276975
C) 0   3 P0_0.427886_0.276975 0.427886 0.276975
C) 0   3 P0_0.644935_0.678021 0.644935 0.678021
C) 0   3 P0_0.644935_0.678021 0.644935 0.678021
C) 0   3 P0_0.668655_0.117204 0.668655 0.117204
C) 0   3 P0_0.668655_0.117204 0.668655 0.117204
C) 0   3 P0_0.859071_0.169913 0.859071 0.169913
C) 0   3 P0_0.859071_0.169913 0.859071 0.169913
C) 0   3 P0_0.952861_0.775348 0.952861 0.775348
C) 0   3 P0_0.952861_0.775348 0.952861 0.775348
C) 0   4 P0_0.008272_0.590803 0.008272 0.590803
C) 0   4 P0_0.077617_0.739122 0.077617 0.739122
C) 0   4 P0_0.097868_0.232259 0.097868 0.232259
C) 0   4 P0_0.177929_0.117359 0.177929 0.117359
C) 0   4 P0_0.275322_0.323942 0.275322 0.323942
C) 0   4 P0_0.422890_0.655640 0.422890 0.655640
C) 0   4 P0_0.459975_0.931976 0.459975 0.931976
C) 0   4 P0_0.557276_0.121605 0.557276 0.121605
C) 0   4 P0_0.603326_0.811748 0.603326 0.811748
C) 0   4 P0_0.639838_0.103373 0.639838 0.103373
C) 0   4 P0_0.730112_0.572275 0.730112 0.572275
C) 0   4 P0_0.733725_0.271320 0.733725 0.271320
C) 0   4 P0_0.894432_0.073552 0.894432 0.073552
C) 0   4 P0_0.957070_0.587625 0.957070 0.587625
C) 0   4 P0_0.964630_0.885572 0.964630 0.885572
C) 0   4 P0_0.985698_0.173099 0.985698 0.173099
C) 0   5 P0_0.007602_0.664435 0.007602 0.664435
C) 0   5 P0_0.058530_0.870114 0.058530 0.870114
C) 0   5 P0_0.089628_0.501847 0.089628 0.501847
C) 0   5 P0_0.164828_0.009853 0.164828 0.009853
C) 0   5 P0_0.252553_0.235644 0.252553 0.235644
C) 0   5 P0_0.412050_0.821897 0.412050 0.821897
C) 0   5 P0_0.634085_0.044581 0.634085 0.044581
C) 0   5 P0_0.669618_0.294014 0.669618 0.294014
C) 0   5 P0_0.727767_0.539066 0.727767 0.539066
C) 0   5 P0_0.809515_0.090540 0.809515 0.090540
C) 0   5 P0_0.814868_0.705392 0.814868 0.705392
D) 0   0 P0_0.587542_0.650684 P0_0.156713_0.554679
